,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
327,A Fine Frenzy,Riversong,04yF4HOQUVKqd5YlQ9B6FV,13,2012,acoustic,0.303,0.0714,11,-19.889,1,0.0416,0.803,3.6e-05,0.0995,0.116,104.512,466367,4
328,Joshua Radin,The Greenest Grass,5WiCxBsZkcvlGYPzuTdLJM,13,2012,acoustic,0.434,0.541,3,-9.815,1,0.05,0.802,0.114,0.102,0.787,202.172,225413,4
329,Joshua Hyslop,Hallelujah,10F7l8WTHPwXDyzkc9aKzB,21,2012,acoustic,0.485,0.0985,2,-16.179,1,0.0315,0.951,0.00294,0.0784,0.285,100.212,261627,3
330,David Ramirez,Chapter II,5mh6jXON78l1HiLe3Q9cHd,15,2012,acoustic,0.39,0.2,7,-14.783,1,0.0353,0.406,0.000147,0.117,0.375,95.249,159000,4
331,Eric Bibb,L.A.,4btERUvmhGfBPdHEwufHoE,16,2012,acoustic,0.379,0.318,3,-10.127,1,0.0326,0.886,0.0,0.14,0.46,82.272,337813,3
332,Rodrigo y Gabriela,Santo Domingo - Area 52 Version,4jCoaq9wBNCsY1quK9hx6q,12,2012,acoustic,0.442,0.944,4,-6.224,0,0.0612,0.657,0.904,0.0948,0.624,133.052,391293,4
333,Kate Havnevik,Think Again,5K2yPBCRfT6M05FwLTa3Kl,20,2012,acoustic,0.61,0.515,2,-8.78,1,0.0249,0.205,0.000413,0.123,0.272,107.981,215000,4
334,Rodrigo y Gabriela,1899-12-31 11:11:00 - Area 52 Version,2b7s5CB6322yFPF91rQ0q0,12,2012,acoustic,0.576,0.724,0,-7.095,1,0.0594,0.663,0.756,0.55,0.532,187.814,450973,3
335,Rodrigo y Gabriela,Juan Loco - Area 52 Version,3Km09WgjRZzcUJijauFg2l,12,2012,acoustic,0.688,0.934,8,-6.343,0,0.0367,0.489,0.901,0.177,0.962,117.012,249227,3
336,Frank Turner,I Knew Prufrock Before He Got Famous,2FHSjSRo5vwLpLwkcmWG6c,16,2012,acoustic,0.412,0.607,0,-7.856,1,0.0438,0.186,0.0,0.358,0.43,100.675,193253,4
337,Trent Dabbs,Better Off Now,5QF3qKPiPEm49edG2W5TYZ,17,2012,acoustic,0.674,0.159,4,-13.439,1,0.0386,0.917,0.016,0.0987,0.234,119.904,254413,3
338,Ramshackle Glory,Last Song,1xTo7rP8pe1bVJ6OwrHX4w,14,2012,acoustic,0.302,0.371,7,-12.354,1,0.0423,0.0119,0.00476,0.207,0.364,82.259,226000,4
339,Green River Ordinance,Resting Hour,1rCBWdI4CGvFrki2GiUjat,14,2012,acoustic,0.498,0.515,11,-6.03,1,0.0248,0.143,0.0,0.128,0.162,79.951,264453,4
340,Jon Bryant,David Livingstone,0Q1hI9FVgOFaqdsbtHLASQ,19,2012,acoustic,0.357,0.216,1,-10.468,1,0.0319,0.843,9.28e-05,0.111,0.209,153.065,231112,3
341,Jon McLaughlin,My Girl Tonight,7JeMyMZfYUrcau7HLhJEoR,16,2012,acoustic,0.573,0.284,1,-13.486,1,0.0316,0.926,9.29e-06,0.0975,0.352,122.144,235333,4
342,Ron Pope,Everything,64p5emwVTAyOXQ97HfwhaR,18,2012,acoustic,0.526,0.55,2,-6.174,1,0.0309,0.392,6.14e-05,0.0759,0.3,143.61,256160,4
343,AJJ,Deep Dark Basement (Spacejam Dub),2UEimugsOZY0EfHzX936DJ,14,2012,acoustic,0.697,0.494,0,-9.417,1,0.0435,0.814,0.32,0.144,0.399,132.628,193107,4
344,Tristan Prettyman,Second Chance,60VmcKKcOAlexnYRiz46uq,13,2012,acoustic,0.529,0.628,10,-8.281,1,0.0479,0.0453,1.67e-05,0.139,0.309,179.91,213133,4
345,Tristan Prettyman,Glass Jar,3Yt7Ez0nhup9zDza393S1e,13,2012,acoustic,0.636,0.235,0,-10.931,1,0.0326,0.739,1.83e-05,0.0949,0.418,125.521,292213,4
346,Tristan Prettyman,When You Come Down,1IXjNvAsIysOcFW2ztRYe8,14,2012,acoustic,0.699,0.657,1,-8.061,1,0.025,0.207,2.21e-05,0.0903,0.754,111.984,204253,4
347,Beans on Toast,Life,549fDjfdIlnvRw2TRy9JHP,24,2012,acoustic,0.612,0.343,0,-13.308,1,0.0466,0.773,0.0,0.134,0.745,82.39,224267,4
348,Frank Turner,The Road,0qUqxxNci4PAj8YWTBA2l0,18,2012,acoustic,0.414,0.832,0,-5.694,1,0.12,0.00723,0.0,0.0531,0.573,187.818,237827,4
349,Joey Cape,Confession,3fMMvNHd4koAhSZJSWq7lH,20,2012,acoustic,0.485,0.305,10,-6.39,1,0.0346,0.698,0.0,0.394,0.331,125.02,142000,4
350,Steve Petrunak,How Great Thou Art,0tK8I6t7Z1KxetMTXTtpgh,14,2012,acoustic,0.567,0.3,10,-13.535,1,0.041,0.838,0.863,0.103,0.294,131.833,256444,4
351,Tony Sly,Black Box,18TbIMwoBqAb4W3JUQo7KT,20,2012,acoustic,0.496,0.425,7,-5.582,1,0.0326,0.818,4.95e-06,0.0737,0.181,124.958,207760,4
352,Frank Turner,Reasons Not To Be An Idiot,4h2F98rQVseI8cOsEql9sX,16,2012,acoustic,0.553,0.813,9,-4.915,1,0.0398,0.00404,0.0,0.107,0.765,145.048,228773,4
353,Ramshackle Glory,Gospel Music for the Coming Social War,0zHGgFV3okHxtVIM6xxVgB,14,2012,acoustic,0.262,0.719,5,-8.474,1,0.0417,0.00996,0.053,0.298,0.722,58.309,239920,5
354,Madi Diaz,Heavy Heart,7fNSeYZz8BdnSZ4PSi717k,17,2012,acoustic,0.581,0.246,4,-11.788,1,0.0286,0.46,0.00655,0.109,0.284,105.799,220933,4
355,Greg Laswell,Dragging You Around,3ey9mK3flkMIevNQjFp2xD,18,2012,acoustic,0.497,0.854,7,-5.783,1,0.0373,0.0339,6.17e-06,0.183,0.386,129.026,223053,4
356,Bukka White,Fixin' To Die Blues,2GM7Q376O8D1L5egNPjwTY,18,2012,acoustic,0.575,0.425,11,-7.611,1,0.0336,0.857,0.588,0.1,0.573,109.45,170266,4
357,John Frusciante,Mistakes,5jpZ64gyazIZv4F5DHalMk,15,2012,acoustic,0.512,0.895,6,-4.074,0,0.0347,0.0315,0.433,0.16,0.473,161.711,229720,4
358,Joshua Hyslop,Time Alone,3JXtTxrSa70YLYxAjwJ5pe,21,2012,acoustic,0.634,0.325,3,-14.148,1,0.0278,0.477,0.00739,0.0998,0.267,146.041,259867,4
359,Roberto Diana,If You Are Happy,1YPbmTdxGNQOLnfTyK4kTi,15,2012,acoustic,0.516,0.344,2,-9.858,1,0.0482,0.923,0.767,0.0693,0.169,131.443,195187,4
360,Dave Barnes,How Long,7qXgpZh7aNfbwz34GsM3fZ,13,2012,acoustic,0.667,0.653,1,-5.672,1,0.0348,0.00806,2.06e-05,0.0613,0.842,89.465,185253,4
361,Kaki King,Fences,2xIfD9FHC76CLLWx9NDd7O,15,2012,acoustic,0.504,0.265,8,-15.679,0,0.0422,0.745,0.719,0.105,0.0498,139.026,203450,4
362,Roberto Diana,In My Mind,0As5TtLywj47zWt3M7xjTi,17,2012,acoustic,0.411,0.117,2,-20.848,1,0.0402,0.891,0.88,0.109,0.0458,96.739,198947,4
363,YUZU,Niji,7jsOy71a4Tt0p7tNJbZgV9,22,2012,acoustic,0.619,0.848,11,-3.082,1,0.0482,0.259,0.0,0.0874,0.536,113.005,325893,4
364,Steve Petrunak,Days a Week,0XXbaDFx1mBegxDTEnaCTG,18,2012,acoustic,0.479,0.419,2,-6.915,1,0.0394,0.689,0.948,0.0877,0.202,137.705,169866,4
365,Tyrone Wells,Freedom,1Ed5QRiwklWErs1XqwNgYC,14,2012,acoustic,0.733,0.86,2,-4.832,1,0.0479,0.12,1.15e-06,0.0457,0.916,102.048,170098,4
366,Rodrigo y Gabriela,Hanuman - Area 52 Version,4NJruzai48eD3aCMGDl7Xz,11,2012,acoustic,0.63,0.936,4,-5.119,0,0.0459,0.384,0.746,0.331,0.831,130.041,333867,4
367,Tristan Prettyman,The Rebound,7FpIlu3OoCp7VM5ajYgaWw,13,2012,acoustic,0.818,0.41,2,-8.696,1,0.0564,0.0953,6.29e-05,0.0853,0.75,92.002,147747,4
368,Tim Barry,Bankers Dilemma,5vPQx2m1VgluqfWpmbaFwQ,13,2012,acoustic,0.631,0.652,7,-4.737,1,0.0524,0.352,0.0,0.136,0.662,97.967,169947,4
369,Katie Herzig,We're All in This Together,428cC4nBhgRMLwkjMFjXhw,20,2012,acoustic,0.523,0.342,3,-10.328,1,0.0364,0.886,4.11e-05,0.114,0.441,124.145,120373,4
370,Fuyumi Abe,更地,0xMHGvstLxWq0aXDfehI9D,29,2012,acoustic,0.676,0.301,11,-14.166,1,0.0264,0.803,3.02e-06,0.0947,0.511,97.988,159360,4
371,Joey Cape,Resolve,0mztZtBx3boRw58FHDwlB8,20,2012,acoustic,0.339,0.51,8,-6.201,1,0.0391,0.717,0.0,0.307,0.621,84.093,130840,4
372,David Ramirez,Paper Thin,1wC4FKffzQ6O228JTA2YZL,13,2012,acoustic,0.511,0.0613,9,-17.737,1,0.0549,0.503,0.000759,0.176,0.105,118.59,141467,4
373,Benjamin Francis Leftwich,In the Open,0YxRq8qEwpXyWwJFiVYm9N,13,2012,acoustic,0.529,0.56,8,-8.786,1,0.0287,0.361,1.54e-06,0.159,0.569,131.269,213307,4
374,Tyrone Wells,Give It Time,6DVTJ86mwBfg1zWCmIEzYx,18,2012,acoustic,0.546,0.588,6,-7.069,1,0.0264,0.0566,0.0,0.067,0.302,96.072,208760,4
375,A Fine Frenzy,It's Alive,27BBs6uXwknJHO4EsTU082,12,2012,acoustic,0.713,0.513,5,-7.396,0,0.0359,0.00836,0.0,0.088,0.819,118.008,225095,4
376,Jenny & Tyler,Psalm 86,54aohSaGyM0GzE02PDASZE,13,2012,acoustic,0.482,0.387,9,-11.731,1,0.0414,0.0699,0.0,0.0885,0.156,153.97,233933,4
377,Tyler Ward,What Makes You Beautiful - Acoustic,381K4mTE7dLGzgVOYqwxOr,25,2012,acoustic,0.719,0.276,2,-8.619,1,0.0297,0.736,0.0,0.12,0.485,98.003,188878,4
378,Tim Barry,40 Miler,1VNnaXhXUFS07Ev1PEd8j8,12,2012,acoustic,0.498,0.519,7,-6.843,1,0.0437,0.478,1.12e-05,0.201,0.552,134.819,218640,4
379,Chuck Ragan,Field Holler,4GZFw5vY5pZ6ZMWyX8qPjr,18,2012,acoustic,0.619,0.574,2,-7.677,0,0.0284,0.528,0.0,0.0714,0.632,135.972,163475,4
380,Dave Barnes,Mine To Love,6WI2N2R8Mf4RyVFQqu4mmQ,12,2012,acoustic,0.541,0.824,3,-5.9,1,0.0282,0.000941,0.0,0.228,0.637,101.98,228800,4
381,Ramshackle Glory,Fuck Everything (Reportback from the Nihilist Working Group to the General Assembly of Occupy Tucson),5FfpnKwSfEV2ww0zGaFPun,14,2012,acoustic,0.194,0.663,0,-8.965,1,0.0387,0.00204,0.000139,0.333,0.537,68.273,204920,4
382,Amos Lee,Mama Sail To Me,21EDq30Zgzb1BixIdtq0Ao,15,2012,acoustic,0.355,0.287,7,-11.034,1,0.0309,0.854,0.00113,0.103,0.296,80.463,251947,4
383,Eric Hutchinson,In the First Place,2cyJaJQ0H3yLOa3oWorpk8,13,2012,acoustic,0.635,0.745,9,-5.013,1,0.0242,0.00093,0.0,0.177,0.644,97.997,250160,4
384,Harley Poe,What's a Devil to Do?,4FdgOEa16hCKV09igvpiLW,14,2012,acoustic,0.552,0.67,9,-4.895,0,0.0308,0.204,0.0,0.0814,0.572,91.683,391000,4
385,Harley Poe,The Worms Crawl In,3pBLHNsdMuqUTLRtcXXgNZ,16,2012,acoustic,0.413,0.515,0,-4.632,0,0.0467,0.339,0.0,0.0796,0.546,203.533,165000,3
386,Steve Petrunak,Jingle Bell Rock,5vypcmaP4DnqH71TGZVTni,15,2012,acoustic,0.724,0.471,11,-7.038,0,0.0377,0.819,0.909,0.119,0.657,135.753,131600,4
387,Jon McLaughlin,If Only I,0jfJ9q6TwCqPjZkiYr4BOV,16,2012,acoustic,0.621,0.557,7,-7.633,1,0.0324,0.14,0.000412,0.111,0.0392,119.48,326400,4
388,David Ramirez,An Introduction,3WHJBKEhA6VsEMFCAaBxYP,14,2012,acoustic,0.41,0.78,11,-7.527,0,0.0281,0.00323,5.71e-05,0.325,0.578,171.833,218440,4
389,Frank Turner,Substitute,1AT9wI4nIJyimwOvxKOpf9,15,2012,acoustic,0.575,0.407,9,-7.116,0,0.0297,0.785,0.0,0.105,0.494,93.881,165867,4
390,Matthew Perryman Jones,Canción De La Noche,3e03PW09bAiFKrobeEBcJ7,17,2012,acoustic,0.382,0.561,9,-8.706,0,0.0318,0.413,0.141,0.264,0.17,93.948,399213,4
391,Rachael Yamagata,Heavyweight,56PyvPa7GlysDiXYf0ua6p,18,2012,acoustic,0.312,0.305,9,-10.44,1,0.03,0.945,0.0269,0.179,0.327,135.815,202585,4
392,Tony Sly,Under the Garden,3cDtWgmdZFdsWhpklpQfod,19,2012,acoustic,0.465,0.48,7,-6.119,1,0.0329,0.879,0.0,0.302,0.215,77.746,196560,4
393,Mindy Smith,Pretending the Stars,7nKqml3KCfsMOfRqT4DgKT,12,2012,acoustic,0.537,0.695,1,-6.474,1,0.029,0.0518,2.47e-05,0.103,0.607,126.008,199987,4
394,Kris Allen,Teach Me How Love Goes,7jfpsOLXpwKwtACP2iu35B,16,2012,acoustic,0.608,0.462,11,-10.113,1,0.0314,0.709,3.2e-05,0.105,0.223,87.037,206187,3
395,Jon McLaughlin,Promising Promises,69aiUxLaitPztAnyyYsj2J,14,2012,acoustic,0.49,0.799,5,-4.506,1,0.0339,0.183,6.29e-06,0.18,0.124,86.95,284467,4
396,Andrew Belle,In My Veins - Live (Bonus Track),4y63GaUy4u0eg2qD1Eop8d,19,2012,acoustic,0.492,0.488,9,-6.232,0,0.0276,0.643,0.000286,0.112,0.227,113.082,382490,4
397,Chris Smither,Place In Line,2SeSE8ktfhgZmTVUpjjnBY,17,2012,acoustic,0.638,0.623,9,-7.926,1,0.0256,0.873,0.000582,0.219,0.678,102.809,231933,4
398,Josh Garrels,Valor,23b1FPZZmMRWFHV5DhJNQq,13,2012,acoustic,0.547,0.68,9,-9.015,0,0.0538,0.406,0.0664,0.113,0.167,85.015,134596,4
399,Rodrigo y Gabriela,Logos - Area 52 Version,7fJnpgXf1yw7BVt0GUgfp0,10,2012,acoustic,0.65,0.608,4,-8.274,0,0.0461,0.886,0.924,0.102,0.119,129.996,286187,4
400,Greg Laswell,New Year's Eves,4q4WHMr06TpvYlV9rh25lp,15,2012,acoustic,0.36,0.602,8,-6.884,1,0.0319,0.451,5.78e-05,0.116,0.204,169.938,202387,4
401,Mindy Smith,Come To Jesus,3WLR9FPAIojSNiX27BB1l2,12,2012,acoustic,0.535,0.371,8,-10.401,1,0.0335,0.591,0.0,0.101,0.153,146.1,254267,4
402,Frank Turner,Try This At Home,6lgDndt95hRxXS5j8OaMyO,14,2012,acoustic,0.508,0.908,7,-4.188,1,0.042,0.0344,0.0,0.574,0.845,134.81,112960,4
403,Drew Holcomb & The Neighbors,Ain't Nothing Like the Real Thing,3k6RBcCUzldU28jdhstSFt,12,2012,acoustic,0.462,0.676,0,-6.987,1,0.0285,0.084,4.07e-05,0.113,0.759,157.432,229088,4
404,Drew Holcomb & The Neighbors,Long Monday,7G097EcnwP2Ijbt6dbTQU5,12,2012,acoustic,0.665,0.338,0,-13.108,1,0.0466,0.868,0.000761,0.102,0.218,76.589,213285,4
405,Amy Stroup,Fell Like a Feather,3R53PzUKksFwPnCqEAUcRt,10,2012,acoustic,0.71,0.304,9,-14.561,1,0.0317,0.799,0.0355,0.0897,0.311,108.596,251640,4
406,Toto Sorioso,Saving Forever For You,2l2ezBMXEfD7o6VLN1KXcA,28,2012,acoustic,0.681,0.371,4,-9.96,0,0.0368,0.783,0.0,0.105,0.488,132.882,255240,4
407,Ron Pope,Bitterness or Sympathy,1MKgoDlcbAQCbcZIDAftC3,15,2012,acoustic,0.563,0.439,1,-9.515,1,0.0283,0.134,1.25e-05,0.109,0.512,141.89,245907,4
408,Erin McCarley,What I Needed,2XliH3CK8MJrnpChahc4Mj,16,2012,acoustic,0.682,0.344,1,-7.52,0,0.0292,0.566,7.92e-06,0.112,0.26,97.001,218240,3
409,Kris Allen,Rooftops,1L1YkLIi6vpNPwW1db7o8J,14,2012,acoustic,0.749,0.805,7,-5.682,1,0.0688,0.0779,0.0,0.184,0.624,86.988,182400,4
410,David Ramirez,Goodbye,3Tu5k1C7ui9VnoTZrYZn2u,12,2012,acoustic,0.463,0.034,11,-18.503,1,0.0364,0.929,0.000104,0.111,0.221,91.606,149400,3
411,Kaki King,No True Masterpiece Will Ever Be Complete,2sQVXnBwlXdyrMmGUSSUcM,14,2012,acoustic,0.501,0.377,3,-15.423,1,0.0301,0.77,0.929,0.142,0.241,137.88,204184,3
412,Steve Petrunak,Yesterday Once More,3t1HSy5iSTNlwlb7JVw54L,24,2012,acoustic,0.722,0.401,4,-7.479,1,0.058,0.903,0.798,0.101,0.294,82.99,265926,4
413,Eric Hutchinson,Living in the Afterlife,0OaFGpWo2SALjXQGcWZRDs,12,2012,acoustic,0.639,0.919,9,-5.749,1,0.0448,0.004,5.75e-06,0.104,0.688,103.991,270693,4
414,Harley Poe,Herschell,3h5kgYI6Etafu9WbTqaI8o,13,2012,acoustic,0.698,0.625,9,-5.642,0,0.167,0.341,0.0,0.239,0.761,81.525,264000,4
415,Matthew Perryman Jones,O Theo,4agM4Z6YLKo6ksodu072lW,15,2012,acoustic,0.337,0.577,0,-7.881,1,0.0313,0.721,0.00945,0.128,0.262,157.96,302320,3
